#    L    TT             EE             BB             TE          
  7789   0.318946E+00   0.373985E-02   0.288353E-02  -0.465265E-02
  7790   0.318973E+00   0.373875E-02   0.288282E-02  -0.465124E-02
  7791   0.318783E+00   0.373756E-02   0.288219E-02  -0.464984E-02
  7792   0.318810E+00   0.373646E-02   0.288148E-02  -0.464844E-02
  7793   0.318620E+00   0.373528E-02   0.288085E-02  -0.464704E-02
  7794   0.318647E+00   0.373418E-02   0.288014E-02  -0.464564E-02
  7795   0.318457E+00   0.373300E-02   0.287951E-02  -0.464424E-02
  7796   0.318485E+00   0.373190E-02   0.287880E-02  -0.464285E-02
  7797   0.318295E+00   0.373072E-02   0.287817E-02  -0.464145E-02
  7798   0.318322E+00   0.372962E-02   0.287746E-02  -0.464005E-02
  7799   0.318132E+00   0.372844E-02   0.287683E-02  -0.463865E-02
  7800   0.318160E+00   0.372734E-02   0.287612E-02  -0.463726E-02
  7801   0.317970E+00   0.372616E-02   0.287550E-02  -0.463586E-02
  7802   0.317998E+00   0.372507E-02   0.287479E-02  -0.463447E-02
  7803   0.317808E+00   0.372389E-02   0.287416E-02  -0.463308E-02
  7804   0.317836E+00   0.372280E-02   0.287345E-02  -0.463168E-02
  7805   0.317646E+00   0.372162E-02   0.287282E-02  -0.463029E-02
  7806   0.317674E+00   0.372053E-02   0.287212E-02  -0.462890E-02
  7807   0.317484E+00   0.371935E-02   0.287149E-02  -0.462751E-02
  7808   0.317512E+00   0.371826E-02   0.287078E-02  -0.462611E-02
  7809   0.317322E+00   0.371709E-02   0.287016E-02  -0.462472E-02
  7810   0.317351E+00   0.371599E-02   0.286945E-02  -0.462333E-02
  7811   0.317161E+00   0.371482E-02   0.286882E-02  -0.462195E-02
  7812   0.317189E+00   0.371373E-02   0.286812E-02  -0.462056E-02
  7813   0.316999E+00   0.371256E-02   0.286749E-02  -0.461917E-02
  7814   0.317028E+00   0.371147E-02   0.286679E-02  -0.461778E-02
  7815   0.316838E+00   0.371030E-02   0.286616E-02  -0.461640E-02
  7816   0.316867E+00   0.370921E-02   0.286546E-02  -0.461501E-02
  7817   0.316676E+00   0.370804E-02   0.286483E-02  -0.461362E-02
  7818   0.316705E+00   0.370695E-02   0.286413E-02  -0.461224E-02
  7819   0.316515E+00   0.370579E-02   0.286350E-02  -0.461086E-02
  7820   0.316544E+00   0.370470E-02   0.286280E-02  -0.460947E-02
  7821   0.316354E+00   0.370353E-02   0.286217E-02  -0.460809E-02
  7822   0.316384E+00   0.370245E-02   0.286147E-02  -0.460671E-02
  7823   0.316193E+00   0.370128E-02   0.286085E-02  -0.460533E-02
  7824   0.316223E+00   0.370020E-02   0.286014E-02  -0.460394E-02
  7825   0.316033E+00   0.369903E-02   0.285952E-02  -0.460256E-02
  7826   0.316062E+00   0.369795E-02   0.285882E-02  -0.460118E-02
  7827   0.315872E+00   0.369678E-02   0.285820E-02  -0.459980E-02
  7828   0.315902E+00   0.369570E-02   0.285749E-02  -0.459843E-02
  7829   0.315712E+00   0.369454E-02   0.285687E-02  -0.459705E-02
  7830   0.315741E+00   0.369346E-02   0.285617E-02  -0.459567E-02
  7831   0.315551E+00   0.369230E-02   0.285555E-02  -0.459429E-02
  7832   0.315581E+00   0.369122E-02   0.285484E-02  -0.459292E-02
  7833   0.315391E+00   0.369006E-02   0.285422E-02  -0.459154E-02
  7834   0.315421E+00   0.368898E-02   0.285352E-02  -0.459017E-02
  7835   0.315231E+00   0.368782E-02   0.285290E-02  -0.458879E-02
  7836   0.315261E+00   0.368674E-02   0.285220E-02  -0.458742E-02
  7837   0.315071E+00   0.368558E-02   0.285158E-02  -0.458604E-02
  7838   0.315101E+00   0.368451E-02   0.285088E-02  -0.458467E-02
  7839   0.314911E+00   0.368335E-02   0.285026E-02  -0.458330E-02
  7840   0.314941E+00   0.368227E-02   0.284956E-02  -0.458193E-02
  7841   0.314751E+00   0.368112E-02   0.284894E-02  -0.458056E-02
  7842   0.314782E+00   0.368004E-02   0.284824E-02  -0.457919E-02
  7843   0.314592E+00   0.367889E-02   0.284762E-02  -0.457782E-02
  7844   0.314622E+00   0.367782E-02   0.284692E-02  -0.457645E-02
  7845   0.314432E+00   0.367666E-02   0.284630E-02  -0.457508E-02
  7846   0.314463E+00   0.367559E-02   0.284560E-02  -0.457371E-02
  7847   0.314273E+00   0.367443E-02   0.284499E-02  -0.457234E-02
  7848   0.314304E+00   0.367336E-02   0.284429E-02  -0.457098E-02
  7849   0.314114E+00   0.367221E-02   0.284367E-02  -0.456961E-02
  7850   0.314145E+00   0.367114E-02   0.284297E-02  -0.456825E-02
  7851   0.313955E+00   0.366999E-02   0.284236E-02  -0.456688E-02
  7852   0.313986E+00   0.366892E-02   0.284166E-02  -0.456552E-02
  7853   0.313796E+00   0.366777E-02   0.284104E-02  -0.456415E-02
  7854   0.313827E+00   0.366671E-02   0.284034E-02  -0.456279E-02
  7855   0.313637E+00   0.366555E-02   0.283973E-02  -0.456143E-02
  7856   0.313668E+00   0.366449E-02   0.283903E-02  -0.456006E-02
  7857   0.313478E+00   0.366334E-02   0.283842E-02  -0.455870E-02
  7858   0.313509E+00   0.366228E-02   0.283772E-02  -0.455734E-02
  7859   0.313319E+00   0.366113E-02   0.283710E-02  -0.455598E-02
  7860   0.313351E+00   0.366006E-02   0.283641E-02  -0.455462E-02
  7861   0.313161E+00   0.365892E-02   0.283579E-02  -0.455326E-02
  7862   0.313192E+00   0.365786E-02   0.283510E-02  -0.455190E-02
  7863   0.313003E+00   0.365671E-02   0.283448E-02  -0.455055E-02
  7864   0.313034E+00   0.365565E-02   0.283379E-02  -0.454919E-02
  7865   0.312844E+00   0.365450E-02   0.283317E-02  -0.454783E-02
  7866   0.312876E+00   0.365344E-02   0.283248E-02  -0.454648E-02
  7867   0.312686E+00   0.365230E-02   0.283187E-02  -0.454512E-02
  7868   0.312718E+00   0.365124E-02   0.283117E-02  -0.454376E-02
  7869   0.312528E+00   0.365010E-02   0.283056E-02  -0.454241E-02
  7870   0.312560E+00   0.364904E-02   0.282986E-02  -0.454106E-02
  7871   0.312370E+00   0.364790E-02   0.282925E-02  -0.453970E-02
  7872   0.312402E+00   0.364684E-02   0.282856E-02  -0.453835E-02
  7873   0.312213E+00   0.364570E-02   0.282795E-02  -0.453700E-02
  7874   0.312245E+00   0.364464E-02   0.282725E-02  -0.453565E-02
  7875   0.312055E+00   0.364350E-02   0.282664E-02  -0.453429E-02
  7876   0.312087E+00   0.364245E-02   0.282595E-02  -0.453294E-02
  7877   0.311897E+00   0.364131E-02   0.282534E-02  -0.453159E-02
  7878   0.311930E+00   0.364026E-02   0.282464E-02  -0.453024E-02
  7879   0.311740E+00   0.363912E-02   0.282403E-02  -0.452889E-02
  7880   0.311773E+00   0.363807E-02   0.282334E-02  -0.452755E-02
  7881   0.311583E+00   0.363693E-02   0.282273E-02  -0.452620E-02
  7882   0.311615E+00   0.363588E-02   0.282204E-02  -0.452485E-02
  7883   0.311426E+00   0.363474E-02   0.282143E-02  -0.452350E-02
  7884   0.311458E+00   0.363369E-02   0.282074E-02  -0.452216E-02
  7885   0.311269E+00   0.363256E-02   0.282013E-02  -0.452081E-02
  7886   0.311301E+00   0.363151E-02   0.281944E-02  -0.451947E-02
  7887   0.311112E+00   0.363037E-02   0.281883E-02  -0.451812E-02
  7888   0.311145E+00   0.362933E-02   0.281814E-02  -0.451678E-02
  7889   0.310955E+00   0.362819E-02   0.281753E-02  -0.451543E-02
  7890   0.310988E+00   0.362715E-02   0.281684E-02  -0.451409E-02
  7891   0.310798E+00   0.362601E-02   0.281623E-02  -0.451275E-02
  7892   0.310831E+00   0.362497E-02   0.281554E-02  -0.451141E-02
  7893   0.310642E+00   0.362384E-02   0.281493E-02  -0.451007E-02
  7894   0.310675E+00   0.362279E-02   0.281424E-02  -0.450872E-02
  7895   0.310485E+00   0.362166E-02   0.281364E-02  -0.450738E-02
  7896   0.310519E+00   0.362062E-02   0.281295E-02  -0.450604E-02
  7897   0.310329E+00   0.361949E-02   0.281234E-02  -0.450471E-02
  7898   0.310362E+00   0.361845E-02   0.281165E-02  -0.450337E-02
  7899   0.310173E+00   0.361732E-02   0.281105E-02  -0.450203E-02
  7900   0.310206E+00   0.361628E-02   0.281036E-02  -0.450069E-02
  7901   0.310017E+00   0.361515E-02   0.280975E-02  -0.449935E-02
  7902   0.310050E+00   0.361411E-02   0.280906E-02  -0.449802E-02
  7903   0.309861E+00   0.361298E-02   0.280846E-02  -0.449668E-02
  7904   0.309895E+00   0.361194E-02   0.280777E-02  -0.449535E-02
  7905   0.309705E+00   0.361082E-02   0.280717E-02  -0.449401E-02
  7906   0.309739E+00   0.360978E-02   0.280648E-02  -0.449268E-02
  7907   0.309549E+00   0.360866E-02   0.280587E-02  -0.449134E-02
  7908   0.309583E+00   0.360762E-02   0.280519E-02  -0.449001E-02
  7909   0.309393E+00   0.360650E-02   0.280458E-02  -0.448867E-02
  7910   0.309428E+00   0.360546E-02   0.280390E-02  -0.448734E-02
  7911   0.309238E+00   0.360434E-02   0.280329E-02  -0.448601E-02
  7912   0.309272E+00   0.360330E-02   0.280261E-02  -0.448468E-02
  7913   0.309083E+00   0.360218E-02   0.280200E-02  -0.448335E-02
  7914   0.309117E+00   0.360115E-02   0.280132E-02  -0.448202E-02
  7915   0.308927E+00   0.360003E-02   0.280072E-02  -0.448069E-02
  7916   0.308962E+00   0.359899E-02   0.280003E-02  -0.447936E-02
  7917   0.308772E+00   0.359788E-02   0.279943E-02  -0.447803E-02
  7918   0.308807E+00   0.359684E-02   0.279874E-02  -0.447670E-02
  7919   0.308617E+00   0.359573E-02   0.279814E-02  -0.447537E-02
  7920   0.308652E+00   0.359469E-02   0.279746E-02  -0.447404E-02
  7921   0.308462E+00   0.359358E-02   0.279686E-02  -0.447272E-02
  7922   0.308497E+00   0.359255E-02   0.279617E-02  -0.447139E-02
  7923   0.308307E+00   0.359143E-02   0.279557E-02  -0.447006E-02
  7924   0.308342E+00   0.359040E-02   0.279489E-02  -0.446874E-02
  7925   0.308153E+00   0.358929E-02   0.279429E-02  -0.446741E-02
  7926   0.308188E+00   0.358826E-02   0.279360E-02  -0.446609E-02
  7927   0.307998E+00   0.358715E-02   0.279300E-02  -0.446477E-02
  7928   0.308033E+00   0.358612E-02   0.279232E-02  -0.446344E-02
  7929   0.307844E+00   0.358500E-02   0.279172E-02  -0.446212E-02
  7930   0.307879E+00   0.358398E-02   0.279104E-02  -0.446080E-02
  7931   0.307689E+00   0.358287E-02   0.279044E-02  -0.445947E-02
  7932   0.307725E+00   0.358184E-02   0.278976E-02  -0.445815E-02
  7933   0.307535E+00   0.358073E-02   0.278916E-02  -0.445683E-02
  7934   0.307571E+00   0.357971E-02   0.278847E-02  -0.445551E-02
  7935   0.307381E+00   0.357860E-02   0.278788E-02  -0.445419E-02
  7936   0.307417E+00   0.357757E-02   0.278719E-02  -0.445287E-02
  7937   0.307227E+00   0.357646E-02   0.278660E-02  -0.445155E-02
  7938   0.307263E+00   0.357544E-02   0.278592E-02  -0.445023E-02
  7939   0.307073E+00   0.357433E-02   0.278532E-02  -0.444891E-02
  7940   0.307109E+00   0.357331E-02   0.278464E-02  -0.444759E-02
  7941   0.306919E+00   0.357220E-02   0.278404E-02  -0.444628E-02
  7942   0.306956E+00   0.357118E-02   0.278336E-02  -0.444496E-02
  7943   0.306766E+00   0.357008E-02   0.278276E-02  -0.444364E-02
  7944   0.306802E+00   0.356906E-02   0.278208E-02  -0.444233E-02
  7945   0.306612E+00   0.356795E-02   0.278149E-02  -0.444101E-02
  7946   0.306649E+00   0.356693E-02   0.278081E-02  -0.443970E-02
  7947   0.306459E+00   0.356583E-02   0.278021E-02  -0.443838E-02
  7948   0.306495E+00   0.356481E-02   0.277953E-02  -0.443707E-02
  7949   0.306306E+00   0.356371E-02   0.277894E-02  -0.443575E-02
  7950   0.306342E+00   0.356269E-02   0.277826E-02  -0.443444E-02
  7951   0.306152E+00   0.356159E-02   0.277766E-02  -0.443313E-02
  7952   0.306189E+00   0.356058E-02   0.277698E-02  -0.443181E-02
  7953   0.305999E+00   0.355947E-02   0.277639E-02  -0.443050E-02
  7954   0.306036E+00   0.355846E-02   0.277571E-02  -0.442919E-02
  7955   0.305846E+00   0.355736E-02   0.277512E-02  -0.442788E-02
  7956   0.305883E+00   0.355635E-02   0.277444E-02  -0.442657E-02
  7957   0.305693E+00   0.355525E-02   0.277385E-02  -0.442526E-02
  7958   0.305730E+00   0.355423E-02   0.277317E-02  -0.442395E-02
  7959   0.305541E+00   0.355314E-02   0.277258E-02  -0.442264E-02
  7960   0.305578E+00   0.355212E-02   0.277190E-02  -0.442133E-02
  7961   0.305388E+00   0.355103E-02   0.277131E-02  -0.442002E-02
  7962   0.305425E+00   0.355002E-02   0.277063E-02  -0.441871E-02
  7963   0.305236E+00   0.354892E-02   0.277004E-02  -0.441740E-02
  7964   0.305273E+00   0.354791E-02   0.276936E-02  -0.441609E-02
  7965   0.305083E+00   0.354681E-02   0.276877E-02  -0.441479E-02
  7966   0.305121E+00   0.354580E-02   0.276809E-02  -0.441348E-02
  7967   0.304931E+00   0.354471E-02   0.276750E-02  -0.441217E-02
  7968   0.304968E+00   0.354370E-02   0.276682E-02  -0.441087E-02
  7969   0.304779E+00   0.354261E-02   0.276623E-02  -0.440956E-02
  7970   0.304816E+00   0.354160E-02   0.276556E-02  -0.440826E-02
  7971   0.304627E+00   0.354051E-02   0.276497E-02  -0.440695E-02
  7972   0.304664E+00   0.353950E-02   0.276429E-02  -0.440565E-02
  7973   0.304475E+00   0.353841E-02   0.276370E-02  -0.440435E-02
  7974   0.304513E+00   0.353740E-02   0.276303E-02  -0.440304E-02
  7975   0.304323E+00   0.353631E-02   0.276244E-02  -0.440174E-02
  7976   0.304361E+00   0.353531E-02   0.276176E-02  -0.440044E-02
  7977   0.304171E+00   0.353422E-02   0.276118E-02  -0.439913E-02
  7978   0.304209E+00   0.353322E-02   0.276050E-02  -0.439783E-02
  7979   0.304020E+00   0.353213E-02   0.275991E-02  -0.439653E-02
  7980   0.304058E+00   0.353112E-02   0.275924E-02  -0.439523E-02
  7981   0.303868E+00   0.353004E-02   0.275865E-02  -0.439393E-02
  7982   0.303906E+00   0.352903E-02   0.275798E-02  -0.439263E-02
  7983   0.303717E+00   0.352795E-02   0.275739E-02  -0.439133E-02
  7984   0.303755E+00   0.352695E-02   0.275672E-02  -0.439003E-02
  7985   0.303565E+00   0.352586E-02   0.275613E-02  -0.438873E-02
  7986   0.303604E+00   0.352486E-02   0.275546E-02  -0.438743E-02
  7987   0.303414E+00   0.352377E-02   0.275487E-02  -0.438614E-02
  7988   0.303453E+00   0.352277E-02   0.275420E-02  -0.438484E-02
  7989   0.303263E+00   0.352169E-02   0.275361E-02  -0.438354E-02
  7990   0.303302E+00   0.352069E-02   0.275294E-02  -0.438224E-02
  7991   0.303112E+00   0.351961E-02   0.275235E-02  -0.438095E-02
  7992   0.303151E+00   0.351861E-02   0.275168E-02  -0.437965E-02
  7993   0.302961E+00   0.351753E-02   0.275109E-02  -0.437835E-02
  7994   0.303000E+00   0.351653E-02   0.275042E-02  -0.437706E-02
  7995   0.302811E+00   0.351545E-02   0.274984E-02  -0.437576E-02
  7996   0.302850E+00   0.351445E-02   0.274917E-02  -0.437447E-02
  7997   0.302660E+00   0.351337E-02   0.274858E-02  -0.437318E-02
  7998   0.302699E+00   0.351238E-02   0.274791E-02  -0.437188E-02
  7999   0.302509E+00   0.351130E-02   0.274733E-02  -0.437059E-02
  8000   0.302549E+00   0.351031E-02   0.274666E-02  -0.436929E-02
  8001   0.302359E+00   0.350923E-02   0.274607E-02  -0.436800E-02
  8002   0.302398E+00   0.350823E-02   0.274540E-02  -0.436671E-02
  8003   0.302209E+00   0.350715E-02   0.274482E-02  -0.436542E-02
  8004   0.302248E+00   0.350616E-02   0.274415E-02  -0.436413E-02
  8005   0.302059E+00   0.350508E-02   0.274357E-02  -0.436284E-02
  8006   0.302098E+00   0.350409E-02   0.274290E-02  -0.436154E-02
  8007   0.301908E+00   0.350302E-02   0.274231E-02  -0.436025E-02
  8008   0.301948E+00   0.350203E-02   0.274164E-02  -0.435896E-02
  8009   0.301758E+00   0.350095E-02   0.274106E-02  -0.435767E-02
  8010   0.301798E+00   0.349996E-02   0.274039E-02  -0.435638E-02
  8011   0.301609E+00   0.349889E-02   0.273981E-02  -0.435510E-02
  8012   0.301649E+00   0.349790E-02   0.273914E-02  -0.435381E-02
  8013   0.301459E+00   0.349682E-02   0.273856E-02  -0.435252E-02
  8014   0.301499E+00   0.349584E-02   0.273789E-02  -0.435123E-02
  8015   0.301309E+00   0.349476E-02   0.273731E-02  -0.434994E-02
  8016   0.301349E+00   0.349378E-02   0.273664E-02  -0.434866E-02
  8017   0.301160E+00   0.349270E-02   0.273606E-02  -0.434737E-02
  8018   0.301200E+00   0.349172E-02   0.273540E-02  -0.434608E-02
  8019   0.301010E+00   0.349064E-02   0.273482E-02  -0.434480E-02
  8020   0.301051E+00   0.348966E-02   0.273415E-02  -0.434351E-02
  8021   0.300861E+00   0.348859E-02   0.273357E-02  -0.434223E-02
  8022   0.300901E+00   0.348761E-02   0.273290E-02  -0.434094E-02
  8023   0.300712E+00   0.348653E-02   0.273232E-02  -0.433966E-02
  8024   0.300752E+00   0.348555E-02   0.273166E-02  -0.433838E-02
  8025   0.300563E+00   0.348448E-02   0.273108E-02  -0.433709E-02
  8026   0.300603E+00   0.348350E-02   0.273041E-02  -0.433581E-02
  8027   0.300414E+00   0.348243E-02   0.272983E-02  -0.433453E-02
  8028   0.300454E+00   0.348145E-02   0.272917E-02  -0.433324E-02
  8029   0.300265E+00   0.348038E-02   0.272859E-02  -0.433196E-02
  8030   0.300306E+00   0.347940E-02   0.272792E-02  -0.433068E-02
  8031   0.300116E+00   0.347833E-02   0.272735E-02  -0.432940E-02
  8032   0.300157E+00   0.347735E-02   0.272668E-02  -0.432812E-02
  8033   0.299967E+00   0.347629E-02   0.272610E-02  -0.432684E-02
  8034   0.300008E+00   0.347531E-02   0.272544E-02  -0.432556E-02
  8035   0.299819E+00   0.347424E-02   0.272486E-02  -0.432428E-02
  8036   0.299860E+00   0.347327E-02   0.272420E-02  -0.432300E-02
  8037   0.299670E+00   0.347220E-02   0.272362E-02  -0.432172E-02
  8038   0.299711E+00   0.347122E-02   0.272296E-02  -0.432044E-02
  8039   0.299522E+00   0.347016E-02   0.272238E-02  -0.431916E-02
  8040   0.299563E+00   0.346918E-02   0.272172E-02  -0.431788E-02
  8041   0.299373E+00   0.346812E-02   0.272114E-02  -0.431661E-02
  8042   0.299415E+00   0.346714E-02   0.272048E-02  -0.431533E-02
  8043   0.299225E+00   0.346608E-02   0.271990E-02  -0.431405E-02
  8044   0.299267E+00   0.346511E-02   0.271924E-02  -0.431278E-02
  8045   0.299077E+00   0.346404E-02   0.271866E-02  -0.431150E-02
  8046   0.299119E+00   0.346307E-02   0.271800E-02  -0.431023E-02
  8047   0.298929E+00   0.346201E-02   0.271743E-02  -0.430895E-02
  8048   0.298971E+00   0.346104E-02   0.271676E-02  -0.430768E-02
  8049   0.298782E+00   0.345998E-02   0.271619E-02  -0.430640E-02
  8050   0.298824E+00   0.345900E-02   0.271553E-02  -0.430513E-02
  8051   0.298634E+00   0.345794E-02   0.271495E-02  -0.430385E-02
  8052   0.298676E+00   0.345697E-02   0.271429E-02  -0.430258E-02
  8053   0.298486E+00   0.345591E-02   0.271372E-02  -0.430131E-02
  8054   0.298528E+00   0.345494E-02   0.271306E-02  -0.430004E-02
  8055   0.298339E+00   0.345389E-02   0.271248E-02  -0.429876E-02
  8056   0.298381E+00   0.345292E-02   0.271182E-02  -0.429749E-02
  8057   0.298191E+00   0.345186E-02   0.271125E-02  -0.429622E-02
  8058   0.298234E+00   0.345089E-02   0.271059E-02  -0.429495E-02
  8059   0.298044E+00   0.344983E-02   0.271002E-02  -0.429368E-02
  8060   0.298086E+00   0.344887E-02   0.270936E-02  -0.429241E-02
  8061   0.297897E+00   0.344781E-02   0.270878E-02  -0.429114E-02
  8062   0.297939E+00   0.344684E-02   0.270812E-02  -0.428987E-02
  8063   0.297750E+00   0.344579E-02   0.270755E-02  -0.428860E-02
  8064   0.297792E+00   0.344482E-02   0.270689E-02  -0.428734E-02
  8065   0.297603E+00   0.344377E-02   0.270632E-02  -0.428607E-02
  8066   0.297645E+00   0.344280E-02   0.270566E-02  -0.428480E-02
  8067   0.297456E+00   0.344175E-02   0.270509E-02  -0.428353E-02
  8068   0.297499E+00   0.344078E-02   0.270443E-02  -0.428227E-02
  8069   0.297309E+00   0.343973E-02   0.270386E-02  -0.428100E-02
  8070   0.297352E+00   0.343877E-02   0.270320E-02  -0.427974E-02
  8071   0.297162E+00   0.343771E-02   0.270263E-02  -0.427847E-02
  8072   0.297205E+00   0.343675E-02   0.270197E-02  -0.427721E-02
  8073   0.297016E+00   0.343570E-02   0.270140E-02  -0.427594E-02
  8074   0.297059E+00   0.343474E-02   0.270075E-02  -0.427468E-02
  8075   0.296869E+00   0.343369E-02   0.270018E-02  -0.427341E-02
  8076   0.296913E+00   0.343273E-02   0.269952E-02  -0.427215E-02
  8077   0.296723E+00   0.343168E-02   0.269895E-02  -0.427089E-02
  8078   0.296766E+00   0.343071E-02   0.269829E-02  -0.426962E-02
  8079   0.296577E+00   0.342967E-02   0.269772E-02  -0.426836E-02
  8080   0.296620E+00   0.342871E-02   0.269707E-02  -0.426710E-02
  8081   0.296430E+00   0.342766E-02   0.269650E-02  -0.426584E-02
  8082   0.296474E+00   0.342670E-02   0.269584E-02  -0.426458E-02
  8083   0.296284E+00   0.342565E-02   0.269527E-02  -0.426332E-02
  8084   0.296328E+00   0.342469E-02   0.269462E-02  -0.426206E-02
  8085   0.296138E+00   0.342364E-02   0.269405E-02  -0.426080E-02
  8086   0.296182E+00   0.342269E-02   0.269339E-02  -0.425954E-02
  8087   0.295992E+00   0.342164E-02   0.269282E-02  -0.425828E-02
  8088   0.296037E+00   0.342068E-02   0.269217E-02  -0.425702E-02
  8089   0.295847E+00   0.341964E-02   0.269160E-02  -0.425577E-02
  8090   0.295891E+00   0.341868E-02   0.269095E-02  -0.425451E-02
  8091   0.295701E+00   0.341764E-02   0.269038E-02  -0.425325E-02
  8092   0.295745E+00   0.341668E-02   0.268972E-02  -0.425200E-02
  8093   0.295556E+00   0.341564E-02   0.268916E-02  -0.425074E-02
  8094   0.295600E+00   0.341468E-02   0.268850E-02  -0.424949E-02
  8095   0.295410E+00   0.341364E-02   0.268794E-02  -0.424823E-02
  8096   0.295455E+00   0.341269E-02   0.268728E-02  -0.424698E-02
  8097   0.295265E+00   0.341164E-02   0.268672E-02  -0.424572E-02
  8098   0.295309E+00   0.341069E-02   0.268606E-02  -0.424447E-02
  8099   0.295119E+00   0.340965E-02   0.268550E-02  -0.424322E-02
  8100   0.295164E+00   0.340870E-02   0.268484E-02  -0.424196E-02
  8101   0.294974E+00   0.340766E-02   0.268428E-02  -0.424071E-02
  8102   0.295019E+00   0.340671E-02   0.268363E-02  -0.423946E-02
  8103   0.294829E+00   0.340567E-02   0.268306E-02  -0.423821E-02
  8104   0.294874E+00   0.340471E-02   0.268241E-02  -0.423696E-02
  8105   0.294684E+00   0.340367E-02   0.268184E-02  -0.423571E-02
  8106   0.294729E+00   0.340273E-02   0.268119E-02  -0.423446E-02
  8107   0.294539E+00   0.340169E-02   0.268063E-02  -0.423321E-02
  8108   0.294585E+00   0.340074E-02   0.267997E-02  -0.423196E-02
  8109   0.294395E+00   0.339970E-02   0.267941E-02  -0.423071E-02
  8110   0.294440E+00   0.339875E-02   0.267876E-02  -0.422946E-02
  8111   0.294250E+00   0.339771E-02   0.267820E-02  -0.422821E-02
  8112   0.294295E+00   0.339677E-02   0.267754E-02  -0.422697E-02
  8113   0.294106E+00   0.339573E-02   0.267698E-02  -0.422572E-02
  8114   0.294151E+00   0.339478E-02   0.267633E-02  -0.422447E-02
  8115   0.293961E+00   0.339375E-02   0.267577E-02  -0.422323E-02
  8116   0.294007E+00   0.339280E-02   0.267511E-02  -0.422198E-02
  8117   0.293817E+00   0.339177E-02   0.267455E-02  -0.422074E-02
  8118   0.293862E+00   0.339082E-02   0.267390E-02  -0.421949E-02
  8119   0.293672E+00   0.338979E-02   0.267334E-02  -0.421825E-02
  8120   0.293718E+00   0.338884E-02   0.267269E-02  -0.421701E-02
  8121   0.293528E+00   0.338781E-02   0.267213E-02  -0.421576E-02
  8122   0.293574E+00   0.338687E-02   0.267148E-02  -0.421452E-02
  8123   0.293384E+00   0.338583E-02   0.267092E-02  -0.421328E-02
  8124   0.293430E+00   0.338489E-02   0.267027E-02  -0.421204E-02
  8125   0.293240E+00   0.338386E-02   0.266971E-02  -0.421080E-02
  8126   0.293286E+00   0.338292E-02   0.266906E-02  -0.420956E-02
  8127   0.293096E+00   0.338188E-02   0.266850E-02  -0.420832E-02
  8128   0.293143E+00   0.338094E-02   0.266785E-02  -0.420708E-02
  8129   0.292953E+00   0.337991E-02   0.266729E-02  -0.420584E-02
  8130   0.292999E+00   0.337897E-02   0.266664E-02  -0.420460E-02
  8131   0.292809E+00   0.337794E-02   0.266608E-02  -0.420336E-02
  8132   0.292855E+00   0.337700E-02   0.266543E-02  -0.420213E-02
  8133   0.292666E+00   0.337597E-02   0.266487E-02  -0.420089E-02
  8134   0.292712E+00   0.337503E-02   0.266422E-02  -0.419965E-02
  8135   0.292522E+00   0.337401E-02   0.266366E-02  -0.419842E-02
  8136   0.292569E+00   0.337307E-02   0.266301E-02  -0.419718E-02
  8137   0.292379E+00   0.337204E-02   0.266245E-02  -0.419595E-02
  8138   0.292425E+00   0.337110E-02   0.266180E-02  -0.419471E-02
  8139   0.292235E+00   0.337008E-02   0.266125E-02  -0.419348E-02
  8140   0.292282E+00   0.336914E-02   0.266060E-02  -0.419224E-02
  8141   0.292092E+00   0.336811E-02   0.266004E-02  -0.419101E-02
  8142   0.292139E+00   0.336718E-02   0.265939E-02  -0.418978E-02
  8143   0.291949E+00   0.336615E-02   0.265884E-02  -0.418855E-02
  8144   0.291996E+00   0.336522E-02   0.265819E-02  -0.418731E-02
  8145   0.291806E+00   0.336419E-02   0.265763E-02  -0.418608E-02
  8146   0.291853E+00   0.336326E-02   0.265698E-02  -0.418485E-02
  8147   0.291663E+00   0.336223E-02   0.265643E-02  -0.418362E-02
  8148   0.291711E+00   0.336130E-02   0.265578E-02  -0.418239E-02
  8149   0.291521E+00   0.336028E-02   0.265522E-02  -0.418116E-02
  8150   0.291568E+00   0.335935E-02   0.265458E-02  -0.417994E-02
  8151   0.291378E+00   0.335832E-02   0.265402E-02  -0.417871E-02
  8152   0.291425E+00   0.335739E-02   0.265338E-02  -0.417748E-02
  8153   0.291235E+00   0.335637E-02   0.265282E-02  -0.417625E-02
  8154   0.291283E+00   0.335544E-02   0.265217E-02  -0.417503E-02
  8155   0.291093E+00   0.335442E-02   0.265162E-02  -0.417380E-02
  8156   0.291140E+00   0.335349E-02   0.265097E-02  -0.417258E-02
  8157   0.290950E+00   0.335247E-02   0.265042E-02  -0.417135E-02
  8158   0.290998E+00   0.335154E-02   0.264977E-02  -0.417013E-02
  8159   0.290808E+00   0.335052E-02   0.264922E-02  -0.416890E-02
  8160   0.290856E+00   0.334959E-02   0.264857E-02  -0.416768E-02
  8161   0.290666E+00   0.334857E-02   0.264802E-02  -0.416645E-02
  8162   0.290714E+00   0.334765E-02   0.264737E-02  -0.416523E-02
  8163   0.290524E+00   0.334663E-02   0.264682E-02  -0.416401E-02
  8164   0.290572E+00   0.334570E-02   0.264617E-02  -0.416279E-02
  8165   0.290382E+00   0.334468E-02   0.264562E-02  -0.416157E-02
