#    L    TT             EE             BB             TE          
  8166   0.290430E+00   0.334376E-02   0.264498E-02  -0.416035E-02
  8167   0.290240E+00   0.334274E-02   0.264442E-02  -0.415913E-02
  8168   0.290288E+00   0.334182E-02   0.264378E-02  -0.415791E-02
  8169   0.290098E+00   0.334080E-02   0.264322E-02  -0.415669E-02
  8170   0.290146E+00   0.333988E-02   0.264258E-02  -0.415547E-02
  8171   0.289956E+00   0.333886E-02   0.264203E-02  -0.415425E-02
  8172   0.290005E+00   0.333794E-02   0.264139E-02  -0.415303E-02
  8173   0.289815E+00   0.333692E-02   0.264083E-02  -0.415181E-02
  8174   0.289863E+00   0.333600E-02   0.264019E-02  -0.415060E-02
  8175   0.289673E+00   0.333499E-02   0.263964E-02  -0.414938E-02
  8176   0.289722E+00   0.333407E-02   0.263899E-02  -0.414817E-02
  8177   0.289532E+00   0.333305E-02   0.263844E-02  -0.414695E-02
  8178   0.289580E+00   0.333213E-02   0.263780E-02  -0.414574E-02
  8179   0.289390E+00   0.333112E-02   0.263725E-02  -0.414452E-02
  8180   0.289439E+00   0.333020E-02   0.263661E-02  -0.414331E-02
  8181   0.289249E+00   0.332919E-02   0.263605E-02  -0.414209E-02
  8182   0.289298E+00   0.332827E-02   0.263541E-02  -0.414088E-02
  8183   0.289108E+00   0.332726E-02   0.263486E-02  -0.413967E-02
  8184   0.289157E+00   0.332634E-02   0.263422E-02  -0.413846E-02
  8185   0.288967E+00   0.332533E-02   0.263367E-02  -0.413724E-02
  8186   0.289016E+00   0.332441E-02   0.263303E-02  -0.413603E-02
  8187   0.288826E+00   0.332341E-02   0.263248E-02  -0.413482E-02
  8188   0.288875E+00   0.332249E-02   0.263184E-02  -0.413361E-02
  8189   0.288685E+00   0.332148E-02   0.263129E-02  -0.413240E-02
  8190   0.288734E+00   0.332056E-02   0.263065E-02  -0.413119E-02
  8191   0.288544E+00   0.331956E-02   0.263010E-02  -0.412998E-02
  8192   0.288593E+00   0.331864E-02   0.262946E-02  -0.412877E-02
  8193   0.288403E+00   0.331764E-02   0.262891E-02  -0.412757E-02
  8194   0.288453E+00   0.331672E-02   0.262827E-02  -0.412636E-02
  8195   0.288262E+00   0.331572E-02   0.262772E-02  -0.412515E-02
  8196   0.288312E+00   0.331480E-02   0.262708E-02  -0.412394E-02
  8197   0.288122E+00   0.331380E-02   0.262653E-02  -0.412274E-02
  8198   0.288172E+00   0.331288E-02   0.262589E-02  -0.412153E-02
  8199   0.287981E+00   0.331188E-02   0.262534E-02  -0.412033E-02
  8200   0.288031E+00   0.331097E-02   0.262470E-02  -0.411912E-02
  8201   0.287841E+00   0.330996E-02   0.262415E-02  -0.411792E-02
  8202   0.287891E+00   0.330905E-02   0.262351E-02  -0.411671E-02
  8203   0.287701E+00   0.330805E-02   0.262297E-02  -0.411551E-02
  8204   0.287751E+00   0.330714E-02   0.262233E-02  -0.411430E-02
  8205   0.287561E+00   0.330614E-02   0.262178E-02  -0.411310E-02
  8206   0.287611E+00   0.330523E-02   0.262114E-02  -0.411190E-02
  8207   0.287421E+00   0.330423E-02   0.262059E-02  -0.411070E-02
  8208   0.287471E+00   0.330332E-02   0.261996E-02  -0.410950E-02
  8209   0.287280E+00   0.330232E-02   0.261941E-02  -0.410829E-02
  8210   0.287331E+00   0.330141E-02   0.261877E-02  -0.410709E-02
  8211   0.287141E+00   0.330041E-02   0.261822E-02  -0.410589E-02
  8212   0.287191E+00   0.329951E-02   0.261759E-02  -0.410469E-02
  8213   0.287001E+00   0.329851E-02   0.261704E-02  -0.410349E-02
  8214   0.287051E+00   0.329760E-02   0.261640E-02  -0.410229E-02
  8215   0.286861E+00   0.329660E-02   0.261586E-02  -0.410109E-02
  8216   0.286912E+00   0.329570E-02   0.261522E-02  -0.409989E-02
  8217   0.286721E+00   0.329470E-02   0.261467E-02  -0.409870E-02
  8218   0.286772E+00   0.329380E-02   0.261404E-02  -0.409750E-02
  8219   0.286582E+00   0.329280E-02   0.261349E-02  -0.409630E-02
  8220   0.286633E+00   0.329190E-02   0.261286E-02  -0.409510E-02
  8221   0.286442E+00   0.329090E-02   0.261231E-02  -0.409391E-02
  8222   0.286493E+00   0.329000E-02   0.261167E-02  -0.409271E-02
  8223   0.286303E+00   0.328900E-02   0.261113E-02  -0.409151E-02
  8224   0.286354E+00   0.328810E-02   0.261049E-02  -0.409032E-02
  8225   0.286164E+00   0.328711E-02   0.260995E-02  -0.408912E-02
  8226   0.286215E+00   0.328620E-02   0.260931E-02  -0.408793E-02
  8227   0.286024E+00   0.328521E-02   0.260877E-02  -0.408673E-02
  8228   0.286076E+00   0.328431E-02   0.260813E-02  -0.408554E-02
  8229   0.285885E+00   0.328332E-02   0.260759E-02  -0.408434E-02
  8230   0.285936E+00   0.328242E-02   0.260696E-02  -0.408315E-02
  8231   0.285746E+00   0.328143E-02   0.260641E-02  -0.408196E-02
  8232   0.285798E+00   0.328053E-02   0.260578E-02  -0.408076E-02
  8233   0.285607E+00   0.327954E-02   0.260523E-02  -0.407957E-02
  8234   0.285659E+00   0.327864E-02   0.260460E-02  -0.407838E-02
  8235   0.285468E+00   0.327765E-02   0.260406E-02  -0.407719E-02
  8236   0.285520E+00   0.327675E-02   0.260342E-02  -0.407599E-02
  8237   0.285329E+00   0.327576E-02   0.260288E-02  -0.407480E-02
  8238   0.285381E+00   0.327487E-02   0.260225E-02  -0.407361E-02
  8239   0.285191E+00   0.327388E-02   0.260170E-02  -0.407242E-02
  8240   0.285243E+00   0.327298E-02   0.260107E-02  -0.407123E-02
  8241   0.285052E+00   0.327199E-02   0.260053E-02  -0.407004E-02
  8242   0.285104E+00   0.327110E-02   0.259989E-02  -0.406885E-02
  8243   0.284914E+00   0.327011E-02   0.259935E-02  -0.406766E-02
  8244   0.284966E+00   0.326922E-02   0.259872E-02  -0.406647E-02
  8245   0.284775E+00   0.326823E-02   0.259818E-02  -0.406528E-02
  8246   0.284827E+00   0.326734E-02   0.259754E-02  -0.406409E-02
  8247   0.284637E+00   0.326635E-02   0.259700E-02  -0.406290E-02
  8248   0.284689E+00   0.326546E-02   0.259637E-02  -0.406171E-02
  8249   0.284498E+00   0.326447E-02   0.259583E-02  -0.406052E-02
  8250   0.284551E+00   0.326358E-02   0.259520E-02  -0.405933E-02
  8251   0.284360E+00   0.326260E-02   0.259466E-02  -0.405815E-02
  8252   0.284413E+00   0.326171E-02   0.259402E-02  -0.405696E-02
  8253   0.284222E+00   0.326072E-02   0.259348E-02  -0.405577E-02
  8254   0.284275E+00   0.325983E-02   0.259285E-02  -0.405458E-02
  8255   0.284084E+00   0.325885E-02   0.259231E-02  -0.405340E-02
  8256   0.284137E+00   0.325796E-02   0.259168E-02  -0.405221E-02
  8257   0.283946E+00   0.325698E-02   0.259114E-02  -0.405102E-02
  8258   0.283999E+00   0.325609E-02   0.259051E-02  -0.404984E-02
  8259   0.283808E+00   0.325511E-02   0.258997E-02  -0.404865E-02
  8260   0.283861E+00   0.325422E-02   0.258934E-02  -0.404746E-02
  8261   0.283670E+00   0.325324E-02   0.258880E-02  -0.404628E-02
  8262   0.283723E+00   0.325235E-02   0.258817E-02  -0.404509E-02
  8263   0.283533E+00   0.325137E-02   0.258763E-02  -0.404391E-02
  8264   0.283586E+00   0.325049E-02   0.258700E-02  -0.404272E-02
  8265   0.283395E+00   0.324951E-02   0.258646E-02  -0.404154E-02
  8266   0.283448E+00   0.324862E-02   0.258583E-02  -0.404035E-02
  8267   0.283258E+00   0.324764E-02   0.258529E-02  -0.403917E-02
  8268   0.283311E+00   0.324676E-02   0.258466E-02  -0.403798E-02
  8269   0.283120E+00   0.324578E-02   0.258413E-02  -0.403680E-02
  8270   0.283173E+00   0.324490E-02   0.258350E-02  -0.403561E-02
  8271   0.282983E+00   0.324392E-02   0.258296E-02  -0.403443E-02
  8272   0.283036E+00   0.324304E-02   0.258233E-02  -0.403325E-02
  8273   0.282845E+00   0.324206E-02   0.258179E-02  -0.403206E-02
  8274   0.282899E+00   0.324118E-02   0.258116E-02  -0.403088E-02
  8275   0.282708E+00   0.324020E-02   0.258063E-02  -0.402970E-02
  8276   0.282762E+00   0.323932E-02   0.258000E-02  -0.402851E-02
  8277   0.282571E+00   0.323835E-02   0.257946E-02  -0.402733E-02
  8278   0.282625E+00   0.323746E-02   0.257883E-02  -0.402615E-02
  8279   0.282434E+00   0.323649E-02   0.257830E-02  -0.402496E-02
  8280   0.282488E+00   0.323561E-02   0.257767E-02  -0.402378E-02
  8281   0.282297E+00   0.323464E-02   0.257713E-02  -0.402260E-02
  8282   0.282351E+00   0.323376E-02   0.257650E-02  -0.402141E-02
  8283   0.282160E+00   0.323278E-02   0.257597E-02  -0.402023E-02
  8284   0.282214E+00   0.323190E-02   0.257534E-02  -0.401905E-02
  8285   0.282023E+00   0.323093E-02   0.257480E-02  -0.401787E-02
  8286   0.282077E+00   0.323005E-02   0.257418E-02  -0.401669E-02
  8287   0.281887E+00   0.322908E-02   0.257364E-02  -0.401550E-02
  8288   0.281941E+00   0.322820E-02   0.257301E-02  -0.401432E-02
  8289   0.281750E+00   0.322723E-02   0.257248E-02  -0.401314E-02
  8290   0.281804E+00   0.322635E-02   0.257185E-02  -0.401196E-02
  8291   0.281613E+00   0.322538E-02   0.257132E-02  -0.401078E-02
  8292   0.281668E+00   0.322451E-02   0.257069E-02  -0.400960E-02
  8293   0.281477E+00   0.322354E-02   0.257016E-02  -0.400841E-02
  8294   0.281531E+00   0.322266E-02   0.256953E-02  -0.400723E-02
  8295   0.281341E+00   0.322169E-02   0.256900E-02  -0.400605E-02
  8296   0.281395E+00   0.322082E-02   0.256837E-02  -0.400487E-02
  8297   0.281204E+00   0.321985E-02   0.256784E-02  -0.400369E-02
  8298   0.281259E+00   0.321897E-02   0.256721E-02  -0.400251E-02
  8299   0.281068E+00   0.321801E-02   0.256668E-02  -0.400133E-02
  8300   0.281123E+00   0.321713E-02   0.256605E-02  -0.400015E-02
  8301   0.280932E+00   0.321617E-02   0.256552E-02  -0.399897E-02
  8302   0.280987E+00   0.321529E-02   0.256489E-02  -0.399778E-02
  8303   0.280796E+00   0.321433E-02   0.256436E-02  -0.399660E-02
  8304   0.280851E+00   0.321345E-02   0.256373E-02  -0.399542E-02
  8305   0.280660E+00   0.321249E-02   0.256320E-02  -0.399424E-02
  8306   0.280715E+00   0.321161E-02   0.256257E-02  -0.399306E-02
  8307   0.280524E+00   0.321065E-02   0.256204E-02  -0.399188E-02
  8308   0.280579E+00   0.320978E-02   0.256142E-02  -0.399070E-02
  8309   0.280388E+00   0.320881E-02   0.256089E-02  -0.398952E-02
  8310   0.280443E+00   0.320794E-02   0.256026E-02  -0.398834E-02
  8311   0.280252E+00   0.320698E-02   0.255973E-02  -0.398716E-02
  8312   0.280308E+00   0.320611E-02   0.255910E-02  -0.398598E-02
  8313   0.280117E+00   0.320514E-02   0.255857E-02  -0.398480E-02
  8314   0.280172E+00   0.320427E-02   0.255795E-02  -0.398362E-02
  8315   0.279981E+00   0.320331E-02   0.255742E-02  -0.398244E-02
  8316   0.280037E+00   0.320244E-02   0.255679E-02  -0.398126E-02
  8317   0.279846E+00   0.320148E-02   0.255626E-02  -0.398008E-02
  8318   0.279901E+00   0.320061E-02   0.255564E-02  -0.397890E-02
  8319   0.279710E+00   0.319965E-02   0.255511E-02  -0.397772E-02
  8320   0.279766E+00   0.319878E-02   0.255449E-02  -0.397654E-02
  8321   0.279575E+00   0.319782E-02   0.255396E-02  -0.397536E-02
  8322   0.279631E+00   0.319695E-02   0.255333E-02  -0.397418E-02
  8323   0.279439E+00   0.319599E-02   0.255280E-02  -0.397300E-02
  8324   0.279495E+00   0.319512E-02   0.255218E-02  -0.397182E-02
  8325   0.279304E+00   0.319416E-02   0.255165E-02  -0.397064E-02
  8326   0.279360E+00   0.319330E-02   0.255103E-02  -0.396946E-02
  8327   0.279169E+00   0.319234E-02   0.255050E-02  -0.396828E-02
  8328   0.279225E+00   0.319147E-02   0.254987E-02  -0.396710E-02
  8329   0.279034E+00   0.319051E-02   0.254935E-02  -0.396592E-02
  8330   0.279090E+00   0.318965E-02   0.254872E-02  -0.396474E-02
  8331   0.278899E+00   0.318869E-02   0.254819E-02  -0.396356E-02
  8332   0.278955E+00   0.318782E-02   0.254757E-02  -0.396238E-02
  8333   0.278764E+00   0.318687E-02   0.254704E-02  -0.396120E-02
  8334   0.278821E+00   0.318600E-02   0.254642E-02  -0.396002E-02
  8335   0.278630E+00   0.318504E-02   0.254589E-02  -0.395884E-02
  8336   0.278686E+00   0.318418E-02   0.254527E-02  -0.395766E-02
  8337   0.278495E+00   0.318322E-02   0.254474E-02  -0.395649E-02
  8338   0.278551E+00   0.318236E-02   0.254412E-02  -0.395531E-02
  8339   0.278360E+00   0.318140E-02   0.254359E-02  -0.395413E-02
  8340   0.278417E+00   0.318054E-02   0.254297E-02  -0.395295E-02
  8341   0.278226E+00   0.317958E-02   0.254245E-02  -0.395177E-02
  8342   0.278282E+00   0.317872E-02   0.254182E-02  -0.395059E-02
  8343   0.278091E+00   0.317777E-02   0.254130E-02  -0.394941E-02
  8344   0.278148E+00   0.317690E-02   0.254068E-02  -0.394823E-02
  8345   0.277957E+00   0.317595E-02   0.254015E-02  -0.394705E-02
  8346   0.278014E+00   0.317509E-02   0.253953E-02  -0.394587E-02
  8347   0.277822E+00   0.317413E-02   0.253900E-02  -0.394469E-02
  8348   0.277880E+00   0.317327E-02   0.253838E-02  -0.394352E-02
  8349   0.277688E+00   0.317232E-02   0.253786E-02  -0.394234E-02
  8350   0.277745E+00   0.317146E-02   0.253724E-02  -0.394116E-02
  8351   0.277554E+00   0.317050E-02   0.253671E-02  -0.393998E-02
  8352   0.277611E+00   0.316964E-02   0.253609E-02  -0.393880E-02
  8353   0.277420E+00   0.316869E-02   0.253556E-02  -0.393762E-02
  8354   0.277477E+00   0.316783E-02   0.253494E-02  -0.393644E-02
  8355   0.277286E+00   0.316688E-02   0.253442E-02  -0.393527E-02
  8356   0.277343E+00   0.316602E-02   0.253380E-02  -0.393409E-02
  8357   0.277152E+00   0.316507E-02   0.253327E-02  -0.393291E-02
  8358   0.277210E+00   0.316421E-02   0.253265E-02  -0.393173E-02
  8359   0.277018E+00   0.316326E-02   0.253213E-02  -0.393055E-02
  8360   0.277076E+00   0.316240E-02   0.253151E-02  -0.392937E-02
  8361   0.276884E+00   0.316145E-02   0.253099E-02  -0.392820E-02
  8362   0.276942E+00   0.316059E-02   0.253037E-02  -0.392702E-02
  8363   0.276751E+00   0.315964E-02   0.252984E-02  -0.392584E-02
  8364   0.276809E+00   0.315878E-02   0.252922E-02  -0.392466E-02
  8365   0.276617E+00   0.315783E-02   0.252870E-02  -0.392349E-02
  8366   0.276675E+00   0.315698E-02   0.252808E-02  -0.392231E-02
  8367   0.276484E+00   0.315602E-02   0.252756E-02  -0.392113E-02
  8368   0.276542E+00   0.315517E-02   0.252694E-02  -0.391995E-02
  8369   0.276350E+00   0.315422E-02   0.252641E-02  -0.391878E-02
  8370   0.276408E+00   0.315336E-02   0.252580E-02  -0.391760E-02
  8371   0.276217E+00   0.315241E-02   0.252527E-02  -0.391642E-02
  8372   0.276275E+00   0.315156E-02   0.252465E-02  -0.391524E-02
  8373   0.276084E+00   0.315061E-02   0.252413E-02  -0.391407E-02
  8374   0.276142E+00   0.314975E-02   0.252351E-02  -0.391289E-02
  8375   0.275950E+00   0.314881E-02   0.252299E-02  -0.391171E-02
  8376   0.276009E+00   0.314795E-02   0.252237E-02  -0.391054E-02
  8377   0.275817E+00   0.314700E-02   0.252185E-02  -0.390936E-02
  8378   0.275876E+00   0.314615E-02   0.252123E-02  -0.390819E-02
  8379   0.275684E+00   0.314520E-02   0.252071E-02  -0.390701E-02
  8380   0.275743E+00   0.314435E-02   0.252009E-02  -0.390583E-02
  8381   0.275551E+00   0.314340E-02   0.251957E-02  -0.390466E-02
  8382   0.275610E+00   0.314255E-02   0.251895E-02  -0.390348E-02
  8383   0.275418E+00   0.314160E-02   0.251843E-02  -0.390231E-02
  8384   0.275477E+00   0.314075E-02   0.251782E-02  -0.390113E-02
  8385   0.275286E+00   0.313980E-02   0.251729E-02  -0.389996E-02
  8386   0.275344E+00   0.313895E-02   0.251668E-02  -0.389878E-02
  8387   0.275153E+00   0.313800E-02   0.251616E-02  -0.389761E-02
  8388   0.275212E+00   0.313715E-02   0.251554E-02  -0.389643E-02
  8389   0.275020E+00   0.313620E-02   0.251502E-02  -0.389526E-02
  8390   0.275079E+00   0.313535E-02   0.251440E-02  -0.389409E-02
  8391   0.274888E+00   0.313441E-02   0.251388E-02  -0.389291E-02
  8392   0.274947E+00   0.313356E-02   0.251326E-02  -0.389174E-02
  8393   0.274755E+00   0.313261E-02   0.251274E-02  -0.389057E-02
  8394   0.274814E+00   0.313176E-02   0.251213E-02  -0.388939E-02
  8395   0.274623E+00   0.313082E-02   0.251161E-02  -0.388822E-02
  8396   0.274682E+00   0.312997E-02   0.251099E-02  -0.388705E-02
  8397   0.274490E+00   0.312902E-02   0.251047E-02  -0.388587E-02
  8398   0.274550E+00   0.312817E-02   0.250986E-02  -0.388470E-02
  8399   0.274358E+00   0.312723E-02   0.250934E-02  -0.388353E-02
  8400   0.274418E+00   0.312638E-02   0.250872E-02  -0.388236E-02
  8401   0.274226E+00   0.312543E-02   0.250820E-02  -0.388119E-02
  8402   0.274286E+00   0.312459E-02   0.250758E-02  -0.388002E-02
  8403   0.274094E+00   0.312364E-02   0.250707E-02  -0.387885E-02
  8404   0.274153E+00   0.312279E-02   0.250645E-02  -0.387767E-02
  8405   0.273962E+00   0.312185E-02   0.250593E-02  -0.387650E-02
  8406   0.274022E+00   0.312100E-02   0.250532E-02  -0.387533E-02
  8407   0.273830E+00   0.312006E-02   0.250480E-02  -0.387416E-02
  8408   0.273890E+00   0.311921E-02   0.250418E-02  -0.387299E-02
  8409   0.273698E+00   0.311827E-02   0.250366E-02  -0.387183E-02
  8410   0.273758E+00   0.311742E-02   0.250305E-02  -0.387066E-02
  8411   0.273566E+00   0.311648E-02   0.250253E-02  -0.386949E-02
  8412   0.273626E+00   0.311564E-02   0.250192E-02  -0.386832E-02
  8413   0.273434E+00   0.311469E-02   0.250140E-02  -0.386715E-02
  8414   0.273495E+00   0.311385E-02   0.250078E-02  -0.386598E-02
  8415   0.273303E+00   0.311291E-02   0.250026E-02  -0.386482E-02
  8416   0.273363E+00   0.311206E-02   0.249965E-02  -0.386365E-02
  8417   0.273171E+00   0.311112E-02   0.249913E-02  -0.386248E-02
  8418   0.273232E+00   0.311028E-02   0.249852E-02  -0.386132E-02
  8419   0.273040E+00   0.310934E-02   0.249800E-02  -0.386015E-02
  8420   0.273100E+00   0.310849E-02   0.249739E-02  -0.385898E-02
  8421   0.272908E+00   0.310755E-02   0.249687E-02  -0.385782E-02
  8422   0.272969E+00   0.310671E-02   0.249626E-02  -0.385665E-02
  8423   0.272777E+00   0.310577E-02   0.249574E-02  -0.385549E-02
  8424   0.272838E+00   0.310492E-02   0.249512E-02  -0.385433E-02
  8425   0.272646E+00   0.310398E-02   0.249461E-02  -0.385316E-02
  8426   0.272706E+00   0.310314E-02   0.249399E-02  -0.385200E-02
  8427   0.272514E+00   0.310220E-02   0.249348E-02  -0.385084E-02
  8428   0.272575E+00   0.310136E-02   0.249286E-02  -0.384967E-02
  8429   0.272383E+00   0.310042E-02   0.249235E-02  -0.384851E-02
  8430   0.272444E+00   0.309958E-02   0.249173E-02  -0.384735E-02
  8431   0.272252E+00   0.309864E-02   0.249122E-02  -0.384619E-02
  8432   0.272313E+00   0.309780E-02   0.249061E-02  -0.384503E-02
  8433   0.272121E+00   0.309686E-02   0.249009E-02  -0.384387E-02
  8434   0.272182E+00   0.309602E-02   0.248948E-02  -0.384271E-02
  8435   0.271990E+00   0.309508E-02   0.248896E-02  -0.384155E-02
  8436   0.272052E+00   0.309424E-02   0.248835E-02  -0.384039E-02
  8437   0.271860E+00   0.309330E-02   0.248783E-02  -0.383923E-02
  8438   0.271921E+00   0.309246E-02   0.248722E-02  -0.383807E-02
  8439   0.271729E+00   0.309153E-02   0.248670E-02  -0.383691E-02
  8440   0.271790E+00   0.309069E-02   0.248609E-02  -0.383575E-02
  8441   0.271598E+00   0.308975E-02   0.248558E-02  -0.383460E-02
  8442   0.271660E+00   0.308891E-02   0.248496E-02  -0.383344E-02
  8443   0.271468E+00   0.308798E-02   0.248445E-02  -0.383228E-02
  8444   0.271529E+00   0.308714E-02   0.248384E-02  -0.383113E-02
  8445   0.271337E+00   0.308620E-02   0.248332E-02  -0.382997E-02
  8446   0.271399E+00   0.308536E-02   0.248271E-02  -0.382882E-02
  8447   0.271207E+00   0.308443E-02   0.248219E-02  -0.382766E-02
  8448   0.271268E+00   0.308359E-02   0.248158E-02  -0.382651E-02
  8449   0.271076E+00   0.308266E-02   0.248107E-02  -0.382536E-02
  8450   0.271138E+00   0.308182E-02   0.248046E-02  -0.382420E-02
  8451   0.270946E+00   0.308089E-02   0.247994E-02  -0.382305E-02
  8452   0.271008E+00   0.308005E-02   0.247933E-02  -0.382190E-02
  8453   0.270816E+00   0.307912E-02   0.247882E-02  -0.382075E-02
  8454   0.270878E+00   0.307828E-02   0.247820E-02  -0.381960E-02
  8455   0.270686E+00   0.307735E-02   0.247769E-02  -0.381845E-02
  8456   0.270748E+00   0.307651E-02   0.247708E-02  -0.381730E-02
  8457   0.270556E+00   0.307558E-02   0.247657E-02  -0.381615E-02
  8458   0.270618E+00   0.307474E-02   0.247595E-02  -0.381500E-02
  8459   0.270426E+00   0.307381E-02   0.247544E-02  -0.381385E-02
  8460   0.270488E+00   0.307298E-02   0.247483E-02  -0.381270E-02
